taxid	species	genus	family	order	class	phylum	kingdom	superkingdom	count
315750	Bacillus pumilus 	Bacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3700
98228	Bacillus sp. OxB-1 	Bacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3544
224308	Bacillus subtilis 	Bacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	4260
1430	Bacillus thuringiensis 	Bacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	6129
1921421	Geobacillus genomosp. 3 	Geobacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3564
235909	Geobacillus kaustophilus 	Geobacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3516
471223	Geobacillus sp. WCH70 	Geobacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3048
581103	Geobacillus sp. Y4.1MC1 	Geobacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3602
420246	Geobacillus thermodenitrificans 	Geobacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3424
240303	Halobacillus aidingensis 	Halobacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	4226
240302	Halobacillus dabanensis 	Halobacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	4080
866895	Halobacillus halophilus 	Halobacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	4100
1484	Hydrogenibacillus schlegelii 	Hydrogenibacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2082
1421	Lysinibacillus sphaericus 	Lysinibacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	4573
186817	NA 	NA 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	760408
221109	Oceanobacillus iheyensis 	Oceanobacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3490
1473	Virgibacillus pantothenticus 	Virgibacillus 	Bacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3923
2756	Brochothrix thermosphacta 	Brochothrix 	Listeriaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2589
1641	Listeria grayi 	Listeria 	Listeriaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2621
169963	Listeria monocytogenes 	Listeria 	Listeriaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2842
186820	NA 	NA 	Listeriaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	20631
262543	Exiguobacterium sibiricum 	Exiguobacterium 	NA 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3005
360911	Exiguobacterium sp. AT1b 	Exiguobacterium 	NA 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3020
1385	NA 	NA 	NA 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	630264
47500	Aneurinibacillus migulanus 	Aneurinibacillus 	Paenibacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	5649
358681	Brevibacillus brevis 	Brevibacillus 	Paenibacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	5887
54911	Brevibacillus choshinensis 	Brevibacillus 	Paenibacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	5616
1465	Brevibacillus laterosporus 	Brevibacillus 	Paenibacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	4532
44250	Paenibacillus alvei 	Paenibacillus 	Paenibacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	6508
44251	Paenibacillus durus 	Paenibacillus 	Paenibacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	4626
44252	Paenibacillus macerans 	Paenibacillus 	Paenibacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	6549
886882	Paenibacillus polymyxa 	Paenibacillus 	Paenibacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	5377
78057	Paenibacillus popilliae 	Paenibacillus 	Paenibacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3839
324057	Paenibacillus sp. JDR-2 	Paenibacillus 	Paenibacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	6210
481743	Paenibacillus sp. Y412MC10 	Paenibacillus 	Paenibacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	6237
717605	Thermobacillus composti 	Thermobacillus 	Paenibacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3802
1002809	Solibacillus silvestris 	Solibacillus 	Planococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3812
1459	Sporosarcina globispora 	Sporosarcina 	Planococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	5125
1476	Sporosarcina psychrophila 	Sporosarcina 	Planococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	4219
439292	[Bacillus] selenitireducens 	NA 	Sporolactobacillaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3231
458233	Macrococcus caseolyticus 	Macrococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2059
90964	NA 	NA 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	40009
1280	Staphylococcus aureus 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2816
93061	Staphylococcus aureus 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2886
29388	Staphylococcus capitis 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2454
46126	Staphylococcus chromogenes 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2234
74704	Staphylococcus cohnii 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2489
176279	Staphylococcus epidermidis 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2492
1293	Staphylococcus gallinarum 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2938
279808	Staphylococcus haemolyticus 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2639
1284	Staphylococcus hyicus 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2276
42858	Staphylococcus lentus 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2457
28035	Staphylococcus lugdunensis 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2436
283734	Staphylococcus pseudintermedius 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2706
29385	Staphylococcus saprophyticus 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2446
342451	Staphylococcus saprophyticus 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2404
1286	Staphylococcus simulans 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2645
1194526	Staphylococcus warneri 	Staphylococcus 	Staphylococcaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2424
2026	Thermoactinomyces vulgaris 	Thermoactinomyces 	Thermoactinomycetaceae 	Bacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3820
46125	Abiotrophia defectiva 	Abiotrophia 	Aerococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1943
866775	Aerococcus urinae 	Aerococcus 	Aerococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1684
2748	Carnobacterium divergens 	Carnobacterium 	Carnobacteriaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2398
2751	Carnobacterium maltaromaticum 	Carnobacterium 	Carnobacteriaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3534
33945	Enterococcus avium 	Enterococcus 	Enterococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	4469
37734	Enterococcus casseliflavus 	Enterococcus 	Enterococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3112
1351	Enterococcus faecalis 	Enterococcus 	Enterococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3105
226185	Enterococcus faecalis 	Enterococcus 	Enterococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3240
1352	Enterococcus faecium 	Enterococcus 	Enterococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3059
768486	Enterococcus hirae 	Enterococcus 	Enterococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2743
53346	Enterococcus mundtii 	Enterococcus 	Enterococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3162
417368	Enterococcus thailandicus 	Enterococcus 	Enterococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2368
940190	Melissococcus plutonius 	Melissococcus 	Enterococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1876
81852	NA 	NA 	Enterococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	110771
945021	Tetragenococcus halophilus 	Tetragenococcus 	Enterococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2507
272621	Lactobacillus acidophilus 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1859
695562	Lactobacillus amylovorus 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1912
1580	Lactobacillus brevis 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3039
387344	Lactobacillus brevis 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2201
1581	Lactobacillus buchneri 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2367
1582	Lactobacillus casei 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	5367
33960	Lactobacillus collinoides 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3157
748671	Lactobacillus crispatus 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2001
390333	Lactobacillus delbrueckii 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1519
712938	Lactobacillus fermentum 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1043
1596	Lactobacillus gasseri 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1929
405566	Lactobacillus helveticus 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1580
257314	Lactobacillus johnsonii 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1809
97478	Lactobacillus mucosae 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1970
321967	Lactobacillus paracasei 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2708
1589	Lactobacillus pentosus 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2957
220668	Lactobacillus plantarum 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3087
557436	Lactobacillus reuteri 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1865
47715	Lactobacillus rhamnosus 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	3249
1069534	Lactobacillus ruminis 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1851
314315	Lactobacillus sakei 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1872
362948	Lactobacillus salivarius 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1998
714313	Lactobacillus sanfranciscensis 	Lactobacillus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1262
33958	NA 	NA 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	234764
1254	Pediococcus acidilactici 	Pediococcus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1884
701521	Pediococcus claussenii 	Pediococcus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1877
278197	Pediococcus pentosaceus 	Pediococcus 	Lactobacillaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1755
1229758	Leuconostoc carnosum 	Leuconostoc 	Leuconostocaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1690
349519	Leuconostoc citreum 	Leuconostoc 	Leuconostocaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1812
1229756	Leuconostoc gelidum 	Leuconostoc 	Leuconostocaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1795
1246	Leuconostoc lactis 	Leuconostoc 	Leuconostocaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1697
203120	Leuconostoc mesenteroides 	Leuconostoc 	Leuconostocaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2002
33968	Leuconostoc pseudomesenteroides 	Leuconostoc 	Leuconostocaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1935
203123	Oenococcus oeni 	Oenococcus 	Leuconostocaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1682
1583	Weissella confusa 	Weissella 	Leuconostocaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2147
46256	Weissella hellenica 	Weissella 	Leuconostocaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1753
1045854	Weissella koreensis 	Weissella 	Leuconostocaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1346
1329250	Weissella oryzae 	Weissella 	Leuconostocaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2216
1249	Weissella paramesenteroides 	Weissella 	Leuconostocaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1952
1629	Weissella viridescens 	Weissella 	Leuconostocaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1462
186826	NA 	NA 	NA 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	103739
420890	Lactococcus garvieae 	Lactococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1938
1359	Lactococcus lactis 	Lactococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2310
272623	Lactococcus lactis 	Lactococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2225
1301	NA 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	57594
1311	Streptococcus agalactiae 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2179
208435	Streptococcus agalactiae 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2105
1329	Streptococcus canis 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2195
1333	Streptococcus criceti 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2261
119602	Streptococcus dysgalactiae 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1869
553483	Streptococcus equi 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1851
467705	Streptococcus gordonii 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2050
1346	Streptococcus iniae 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2145
1338	Streptococcus intermedius 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1812
210007	Streptococcus mutans 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1953
1303	Streptococcus oralis 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1795
981540	Streptococcus pasteurianus 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1864
171101	Streptococcus pneumoniae 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2030
301447	Streptococcus pyogenes 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1690
388919	Streptococcus sanguinis 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2269
391295	Streptococcus suis 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	2178
1308	Streptococcus thermophilus 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1888
264199	Streptococcus thermophilus 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1577
1349	Streptococcus uberis 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1640
218495	Streptococcus uberis 	Streptococcus 	Streptococcaceae 	Lactobacillales 	Bacilli 	Firmicutes 	NA 	Bacteria	1760
293826	Alkaliphilus metalliredigens 	Alkaliphilus 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	4467
350688	Alkaliphilus oremlandii 	Alkaliphilus 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2828
1029718	Candidatus Arthromitus sp. SFB-mouse 	Candidatus Arthromitus 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	1487
272562	Clostridium acetobutylicum 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3847
290402	Clostridium beijerinckii 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	5003
1491	Clostridium botulinum 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2363
441771	Clostridium botulinum 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3590
935198	Clostridium botulinum 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3473
1492	Clostridium butyricum 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	4243
573061	Clostridium cellulovorans 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	4211
1494	Clostridium cochlearium 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2317
1495	Clostridium cylindrosporum 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2621
431943	Clostridium kluyveri 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3828
386415	Clostridium novyi 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2303
1501	Clostridium pasteurianum 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	8384
195102	Clostridium perfringens 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2721
169679	Clostridium saccharobutylicum 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	4355
1507	Clostridium sp. ATCC 29733 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3692
1042156	Clostridium sp. SY8519 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2599
212717	Clostridium tetani 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2414
1553	Clostridium tetanomorphum 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	4354
1519	Clostridium tyrobutyricum 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3031
1267	Clostridium ventriculi 	Clostridium 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2228
31979	NA 	NA 	Clostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	468666
1051632	Sulfobacillus acidophilus 	Sulfobacillus 	Clostridiales Family XVII. Incertae Sedis 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3722
28034	Sulfobacillus thermosulfidooxidans 	Sulfobacillus 	Clostridiales Family XVII. Incertae Sedis 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2957
644966	Thermaerobacter marianensis 	Thermaerobacter 	Clostridiales Family XVII. Incertae Sedis 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2324
931626	Acetobacterium woodii 	Acetobacterium 	Eubacteriaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3445
29322	[Eubacterium] cellulosolvens 	Eubacterium 	Eubacteriaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2716
515620	[Eubacterium] eligens 	Eubacterium 	Eubacteriaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2761
903814	Eubacterium limosum 	Eubacterium 	Eubacteriaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	4506
1732	Eubacterium oxidoreducens 	Eubacterium 	Eubacteriaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2618
498761	Heliobacterium modesticaldum 	Heliobacterium 	Heliobacteriaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2922
720554	Hungateiclostridium clariflavum 	Hungateiclostridium 	Hungateiclostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3774
203119	Hungateiclostridium thermocellum 	Hungateiclostridium 	Hungateiclostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3105
699246	Mageeibacillus indolicus 	Mageeibacillus 	Hungateiclostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	1566
394503	Ruminiclostridium cellulolyticum 	Ruminiclostridium 	Hungateiclostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3287
48256	Ruminiclostridium hungatei 	Ruminiclostridium 	Hungateiclostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	4233
1121335	Thermoclostridium stercorarium 	Thermoclostridium 	Hungateiclostridiaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2669
649756	Anaerostipes hadrus 	Anaerostipes 	Lachnospiraceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2771
831	Butyrivibrio fibrisolvens 	Butyrivibrio 	Lachnospiraceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	6947
515622	Butyrivibrio proteoclasticus 	Butyrivibrio 	Lachnospiraceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3799
642492	Cellulosilyticum lentocellum 	Cellulosilyticum 	Lachnospiraceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	4150
84030	[Clostridium] saccharolyticum 	Lachnoclostridium 	Lachnospiraceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3073
610130	[Clostridium] saccharolyticum 	Lachnoclostridium 	Lachnospiraceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	4133
1512	[Clostridium] symbiosum 	Lachnoclostridium 	Lachnospiraceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	4668
357809	Lachnoclostridium phytofermentans 	Lachnoclostridium 	Lachnospiraceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3891
515619	[Eubacterium] rectale 	NA 	Lachnospiraceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3545
185007	Pseudobutyrivibrio xylanivorans 	Pseudobutyrivibrio 	Lachnospiraceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3069
585394	Roseburia hominis 	Roseburia 	Lachnospiraceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3351
693746	Oscillibacter valericigenes 	Oscillibacter 	Oscillospiraceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	4593
477974	Candidatus Desulforudis audaxviator 	Candidatus Desulforudis 	Peptococcaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2136
871963	Desulfitobacterium dichloroeliminans 	Desulfitobacterium 	Peptococcaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3294
138119	Desulfitobacterium hafniense 	Desulfitobacterium 	Peptococcaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	5014
485916	Desulfofarcimen acetoxidans 	Desulfofarcimen 	Peptococcaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	4016
760568	Desulfofundulus kuznetsovii 	Desulfofundulus 	Peptococcaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	3385
83661	Desulfonispora thiosulfatigenes 	Desulfonispora 	Peptococcaceae 	Clostridiales 	Clostridia 	Firmicutes 	NA 	Bacteria	2407
